"h3_id","centroid_lat","centroid_lon","pop_census_2022","pop_ambient_2022"
"89a81072dabffff",-23.5083715875336,-46.5693990377107,319.180205724985,43730.6460253105
"89a81089b6bffff",-23.9262661229827,-46.6123419254029,0,NA
"89a810726bbffff",-23.5582902888457,-46.4851437087674,566.61093499349,43328.5011762737
"89a81007497ffff",-23.7026747978385,-46.746539181765,205.040710726909,13012.5998395432
"89a8103867bffff",-23.4831281201955,-46.7492040158426,640.473387320878,31254.7298463615
"89a8108f363ffff",-23.9430034095481,-46.7445092663575,1.48075483296626,NA
"89a81012b77ffff",-23.8395284012334,-46.7016285731562,2.66387023011633,3371.97817978132
"89a8100cc8fffff",-23.5403848208908,-46.6744021750843,828.862991597728,165959.320446449
"89a81009d1bffff",-23.6001013583318,-46.4771809661843,578.400712498216,41558.2859798509
"89a81012487ffff",-23.938969344164,-46.6678384229152,0.43264171410693,NA
"89a8100f513ffff",-23.6170757119587,-46.6093290853104,291.35049787588,69584.679521926
"89a81088d8bffff",-23.9799637642923,-46.7058045158428,0,NA
"89a810066b7ffff",-23.694242209933,-46.795253079096,814.325107762275,16317.440961758
"89a81011d97ffff",-23.8254352551102,-46.6430373556005,0.0414564610070445,NA
"89a8100ee23ffff",-23.5724381835518,-46.6784096399129,82.9389851395031,216240.099185228
"89a810770d3ffff",-23.4634457222272,-46.5772623822581,497.625615096909,21853.8691490153
"89a8101461bffff",-23.7908030924513,-46.7614034643448,4.95216880821074,3563.64767244315
"89a8108de93ffff",-23.8969290084576,-46.7492591099422,2.36351362027467,449.695105232641
"89a8100884bffff",-23.5939756304708,-46.5106829146206,1254.65084941667,41793.2458120819
"89a810058d7ffff",-23.5826539701936,-46.7552153038219,616.817119793993,51686.3858131128
"89a81039a2fffff",-23.4052712321743,-46.7377211043121,509.413386884552,22931.4746519219
"89a81002963ffff",-23.6979905467546,-46.7157938392115,26.8295087515453,15401.3895570752
"89a8100e043ffff",-23.610923219002,-46.6428187954428,697.286759148797,104858.664810592
"89a8107040bffff",-23.511151917915,-46.4745805228478,958.453223383159,46918.8161166027
"89a810108c7ffff",-23.8192818365129,-46.6765348168945,84.2601262545382,4274.07367151665
"89a8108d0b3ffff",-23.9235994988276,-46.7347458048987,3.4424469817036,NA
"89a8100d953ffff",-23.4969168532012,-46.6180336056852,418.953174472522,76218.0353531996
"89a81072c8fffff",-23.5248320985806,-46.5453936617441,467.507489190424,61703.6672906025
"89a81001b83ffff",-23.6429770957576,-46.6131537773752,266.846976463329,40934.90321862
"89a810101d7ffff",-23.855423455206,-46.6561735519134,1.2173998570431,200.00000000003
"89a8100d263ffff",-23.534314985839,-46.5395493156173,651.570667915723,54005.4749155277
"89a81075513ffff",-23.4140286030765,-46.5819329666101,154.834183976969,9103.82003701218
"89a8100737bffff",-23.6450797951278,-46.73258720081,226.623608388415,77410.6647517674
"89a8103b4d3ffff",-23.5531476228203,-46.7298612826795,0.179750246649347,51127.0081474303
"89a81004407ffff",-23.6472238699046,-46.7846732084091,569.347585542081,33089.4079095655
"89a810159cfffff",-23.7165322774485,-46.7775556338287,294.378730085973,17023.6434273756
"89a8108f247ffff",-23.9594144771869,-46.7205032685392,1.48042717753856,NA
"89a81012a5bffff",-23.8579075948032,-46.668495011789,2.53151749656165,370.813704437002
"89a81046bb3ffff",-23.5635442664474,-46.4026195647755,632.722315158655,27140.665499355
"89a8108c2d3ffff",-23.9268762757464,-46.7623980612942,1.98234306376437,NA
"89a8100cb73ffff",-23.4885158275123,-46.6667505302132,779.654960039397,51884.7146834379
"89a81000da3ffff",-23.6754609936758,-46.7059435665565,80.4705155298434,47670.7810526782
